user_id,email,signup_date,country
u5_0000,ravi.rao0@mail.co,2026-01-28,DE
u5_0001,asha.bose1@mail.co,2026-04-19,IN
u5_0002,asha.nair2@mail.co,2026-02-22,AU
u5_0003,karthik.gupta3@corp.io,2026-03-10,SG
u5_0004,karthik.menon4@example.com,2026-04-19,SG
u5_0005,ravi.sharma5@iitm.ac.in,2026-04-12,AU
u5_0006,divya.reddy6@example.com,2026-09-15,AU
u5_0007,vikram.gupta7@mail.co,2026-03-18,US
u5_0008,@example.com,2026-05-18,IN
u5_0009,divya.menon9@example.com,2026-01-20,SG
u5_0010,neha.bose10corp.io,2026-05-21,US
u5_0011,vikram.rao11@iitm.ac.in,2026-02-10,SG
u5_0012,asha.rao12@corp.io,2026-04-17,AU
u5_0013,ravi.sharma13@example.com,2026-06-21,SG
u5_0014,neha.gupta14@mail.co,2026-05-25,SG
u5_0015,ravi.reddy15@example.com,2026-04-11,US
u5_0016,neha.rao16@iitm.ac.in,2026-03-14,US
u5_0017,meera.gupta17@iitm.ac.in,2026-05-15,US
u5_0018,asha.reddy18@corp.io,2026-01-17,SG
u5_0019,divya.sharma19@iitm.ac.in,2026-07-11,SG
u5_0020,divya.bose20@mail.co,2026-04-19,IN
u5_0021,divya.reddy21@mail.co,2026-04-19,IN
u5_0022,asha.bose22@corp.io,2026-02-17,AU
u5_0023,karthik.nair23@corp.io,2026-02-11,IN
u5_0024,ravi.rao24@example.com,2026-02-20,IN
u5_0025,karthik.gupta25mail.co,2026-09-18,SG
u5_0026,vikram.iyer26@corp.io,2026-09-26,IN
u5_0027,ashanair27@iitmacin,2026-02-20,US
u5_0028,asha.iyer28@mail.co,2026-07-11,SG
u5_0029,arjun.reddy29@corp.io,2026-07-12,AU
u5_0030,asha.sharma30@,2026-01-16,DE
u5_0031,vikram.sharma31@iitm.ac.in,2026-03-14,US
u5_0032,ravi.reddy32iitm.ac.in,2026-03-25,SG
u5_0033,meera.nair33@corp.io,2026-09-13,DE
u5_0034,ravi.gupta34@mail.co,2026-01-12,IN
u5_0035,divya.gupta35@example.com,2026-09-25,DE
u5_0036,neha.bose36@example.com,2026-03-20,AU
u5_0037,arjun.menon37@corp.io,2026-01-14,AU
u5_0038,divya.bose38@corp.io,2026-06-15,AU
u5_0039,meera.iyer39@iitm.ac.in,2026-06-12,IN
u5_0040,ravi.rao40@example.com,2026-09-20,DE
u5_0041,divya.iyer41@example.com,2026-01-25,US
u5_0042,neha.bose42@example.com,2026-04-12,DE
u5_0043,asha.nair43@iitm.ac.in,2026-07-13,IN
u5_0044,meera.gupta44@mail.co,2026-03-18,AU
u5_0045,neha.rao45@corp.io,2026-02-16,AU
u5_0046,neha.nair46@iitm.ac.in,2026-03-15,SG
u5_0047,karthik.sharma47@corp.io,2026-03-14,IN
u5_0048,karthik.bose48@mail.co,2026-01-19,US
u5_0049,meera.bose49@example.com,2026-01-28,
u5_0050,asha.menon50@mail.co,2026-08-19,AU
u5_0051,vikram.rao51@iitm.ac.in,2026-01-14,AU
u5_0052,karthik.sharma52@corp.io,2026-01-19,DE
u5_0053,neha.sharma53@iitm.ac.in,2026-03-22,
u5_0054,vikram.sharma54@example.com,2026-03-16,AU
u5_0055,arjun.nair55@corp.io,2026-08-20,US
u5_0056,ravi.reddy56@corp.io,2026-06-23,AU
u5_0057,ravi.iyer57@corp.io,2026-09-18,US
u5_0058,neha.reddy58@example.com,2026-01-16,IN
u5_0059,neha.sharma59@mail.co,2026-05-19,DE
u5_0060,neha.rao60@mail.co,2026-06-21,DE
u5_0061,neha.menon61@mail.co,2026-06-11,DE
u5_0062,divya.reddy62@mail.co,2026-01-15,US
u5_0063,ravi.sharma63@iitm.ac.in,2026-08-27,SG
u5_0064,arjun.gupta64@example.com,2026-04-28,AU
u5_0065,divya.nair65@corp.io,2026-09-26,IN
u5_0066,ravi.bose66@iitm.ac.in,2026-09-28,US
u5_0067,arjun.bose67@example.com,2026-03-10,DE
u5_0068,@corp.io,2026-07-27,IN
u5_0069,nehamenon69@corpio,2026-07-11,DE
u5_0070,meera.iyer70@corp.io,2026-09-24,IN
u5_0071,vikram.menon71@iitm.ac.in,2026-03-24,IN
u5_0072,meera.gupta72@iitm.ac.in,2026-06-12,AU
u5_0073,divya.reddy73@corp.io,2026-05-23,US
u5_0074,meera.bose74@iitm.ac.in,2026-06-15,AU
u5_0075,vikram.iyer75@iitm.ac.in,2026-02-22,DE
u5_0076,karthik.nair76@example.com,2026-06-24,IN
u5_0077,divya.nair77@iitm.ac.in,2026-01-11,US
u5_0078,asha.rao78@example.com,2026-06-22,US
u5_0079,arjun.reddy79@example.com,2026-08-23,DE
u5_0080,meera.gupta80@mail.co,2026-08-22,IN
u5_0081,ravi.bose81@example.com,2026-07-11,SG
u5_0082,vikram.nair82@corp.io,2026-05-22,DE
u5_0083,ravi.iyer83@,2026-09-26,AU
u5_0084,karthik.bose84@corp.io,2026-09-28,DE
u5_0085,arjun.menon85@example.com,2026-04-15,SG
u5_0086,arjun.sharma86@example.com,2026-07-23,DE
u5_0087,vikram.nair87@corp.io,2026-03-10,IN
u5_0088,meeranair88@iitmacin,2026-02-25,IN
u5_0089,arjun.reddy89@example.com,2026-04-26,DE
u5_0090,@corp.io,2026-08-21,SG
u5_0091,arjun.sharma91@example.com,2026-03-11,US
u5_0092,arjun.rao92@example.com,2026-05-14,AU
u5_0093,arjun.nair93@example.com,2026-08-13,DE
u5_0094,asha.bose94@iitm.ac.in,2026-01-18,IN
u5_0095,arjun.reddy95@iitm.ac.in,2026-05-23,AU
u5_0096,neha.reddy96@iitm.ac.in,2026-03-11,US
u5_0097,arjun.nair97@mail.co,2026-02-22,AU
u5_0098,asha.nair98@mail.co,2026-06-10,US
u5_0099,karthik.bose99@example.com,2026-02-22,US
u5_0100,asha.sharma100@mail.co,2026-06-20,US
u5_0101,meera.sharma101@mail.co,2026-07-27,DE
u5_0102,arjun.rao102@example.com,2026-09-13,AU
u5_0103,meera.bose103@corp.io,2026-09-16,AU
u5_0104,meera.nair104@mail.co,2026-01-17,AU
u5_0105,arjun.rao105@iitm.ac.in,2026-05-14,US
