user_id,email,signup_date,country
u1_0000,vikram.reddy0@example.com,2026-02-27,DE
u1_0001,karthik.bose1@corp.io,2026-03-20,IN
u1_0002,karthik.rao2@iitm.ac.in,2026-06-17,SG
u1_0003,vikram.iyer3corp.io,2026-01-26,US
u1_0004,asha.reddy4@mail.co,2026-08-17,SG
u1_0005,meerareddy5@iitmacin,2026-06-15,DE
u1_0006,divya.menon6@corp.io,2026-01-18,AU
u1_0007,karthik.nair7@example.com,2026-02-25,DE
u1_0008,meera.reddy8@example.com,2026-03-15,DE
u1_0009,arjun.nair9@iitm.ac.in,2026-02-22,US
u1_0010,arjun.bose10@corp.io,2026-06-14,SG
u1_0011,neha.iyer11@iitm.ac.in,2026-02-26,AU
u1_0012,arjun.menon12@mail.co,2026-01-24,US
u1_0013,vikram.iyer13@example.com,2026-02-24,US
u1_0014,arjun.bose14@example.com,2026-01-13,SG
u1_0015,neha.reddy15@corp.io,2026-05-18,SG
u1_0016,vikram.bose16@mail.co,2026-07-26,SG
u1_0017,ravi.bose17@corp.io,2026-01-16,SG
u1_0018,divya.rao18@mail.co,2026-06-28,SG
u1_0019,neha.reddy19@example.com,2026-07-27,US
u1_0020,karthik.bose20@iitm.ac.in,2026-08-18,DE
u1_0021,ravi.gupta21@iitm.ac.in,2026-08-16,SG
u1_0022,karthik.menon22@corp.io,2026-04-23,DE
u1_0023,neha.menon23@example.com,2026-05-22,DE
u1_0024,ravi.nair24@example.com,2026-04-16,AU
u1_0025,ravi.bose25@mail.co,2026-06-19,IN
u1_0026,asha.sharma26@example.com,2026-04-15,DE
u1_0027,ravi.reddy27@corp.io,2026-08-26,IN
u1_0028,divya.sharma28@mail.co,2026-08-17,IN
u1_0029,neha.bose29@iitm.ac.in,2026-03-25,IN
u1_0030,meera.gupta30@iitm.ac.in,2026-07-20,DE
u1_0031,ravi.bose31@iitm.ac.in,2026-03-23,SG
u1_0032,asha.iyer32@example.com,2026-01-15,US
u1_0033,neha.reddy33@mail.co,2026-08-16,SG
u1_0034,neha.bose34@corp.io,2026-07-25,SG
u1_0035,ravi.reddy35@corp.io,2026-02-23,US
u1_0036,divya.nair36@iitm.ac.in,2026-04-25,IN
u1_0037,vikram.sharma37@corp.io,2026-03-19,US
u1_0038,arjun.iyer38@example.com,2026-08-13,DE
u1_0039,divya.iyer39@corp.io,2026-03-23,AU
u1_0040,arjun.gupta40@example.com,2026-04-25,DE
u1_0041,divya.sharma41@example.com,2026-06-15,US
u1_0042,ravi.reddy42@example.com,2026-07-17,SG
u1_0043,neha.gupta43@mail.co,2026-02-11,DE
u1_0044,divya.bose44@example.com,2026-08-23,AU
u1_0045,ravi.menon45@corp.io,2026-01-18,DE
u1_0046,vikram.nair46@corp.io,2026-03-22,US
u1_0047,meera.sharma47@mail.co,2026-08-10,IN
u1_0048,vikram.bose48@iitm.ac.in,2026-05-28,DE
u1_0049,meera.sharma49@iitm.ac.in,2026-03-15,US
u1_0050,arjun.iyer50@iitm.ac.in,2026-06-12,US
u1_0051,vikram.reddy51@example.com,2026-04-19,DE
