user_id,email,signup_date,country
u6_0000,arjun.gupta0@mail.co,2026-04-28,DE
u6_0001,vikram.nair1@example.com,2026-01-27,DE
u6_0002,neha.reddy2@mail.co,2026-01-18,SG
u6_0003,ravi.rao3@mail.co,2026-01-26,AU
u6_0004,arjun.sharma4@mail.co,2026-05-18,
u6_0005,ravi.sharma5@iitm.ac.in,2026-06-15,IN
u6_0006,vikram.iyer6@iitm.ac.in,2026-08-19,AU
u6_0007,karthik.sharma7@mail.co,2026-04-11,SG
u6_0008,divya.gupta8mail.co,2026-05-12,IN
u6_0009,asha.bose9@mail.co,2026-02-22,AU
u6_0010,asha.gupta10@corp.io,2026-08-22,AU
u6_0011,ravi.menon11@corp.io,2026-09-16,IN
u6_0012,divya.sharma12@example.com,2026-06-28,IN
u6_0013,arjun.reddy13@example.com,2026-04-17,US
u6_0014,arjun.sharma14@,2026-01-14,AU
u6_0015,arjun.nair15@mail.co,2026-04-20,US
u6_0016,vikram.reddy16@corp.io,2026-06-21,DE
u6_0017,divya.rao17@mail.co,2026-09-25,IN
u6_0018,asha.reddy18@,2026-03-23,US
u6_0019,divya.rao19@corp.io,2026-04-25,AU
u6_0020,arjun.rao20@corp.io,2026-01-11,DE
u6_0021,meera.iyer21@mail.co,2026-06-13,IN
u6_0022,neha.nair22@mail.co,2026-03-25,IN
u6_0023,vikram.reddy23@mail.co,2026-05-28,IN
u6_0024,karthik.bose24@mail.co,2026-05-19,SG
u6_0025,arjun.sharma25@example.com,2026-03-27,DE
u6_0026,neha.reddy26@iitm.ac.in,2026-05-13,IN
u6_0027,ravi.sharma27@mail.co,2026-04-26,DE
u6_0028,meera.rao28@example.com,2026-08-27,AU
u6_0029,neha.bose29@iitm.ac.in,2026-01-12,SG
u6_0030,asha.gupta30@mail.co,2026-06-12,IN
u6_0031,asha.nair31@mail.co,2026-06-17,US
u6_0032,ravi.menon32@example.com,2026-03-15,US
u6_0033,arjun.iyer33@iitm.ac.in,2026-05-25,US
u6_0034,vikram.bose34@iitm.ac.in,2026-01-26,DE
u6_0035,neha.iyer35@iitm.ac.in,2026-06-26,IN
u6_0036,ravi.menon36@example.com,2026-04-18,DE
u6_0037,ravi.iyer37@iitm.ac.in,2026-09-28,IN
u6_0038,arjun.gupta38@iitm.ac.in,2026-01-17,US
u6_0039,karthik.iyer39@corp.io,2026-04-12,DE
u6_0040,vikram.menon40@iitm.ac.in,2026-07-21,SG
u6_0041,divya.menon41@iitm.ac.in,2026-05-11,AU
u6_0042,karthik.sharma42@corp.io,2026-07-15,IN
u6_0043,vikram.iyer43@corp.io,2026-04-20,DE
u6_0044,divya.menon44@iitm.ac.in,2026-02-16,US
u6_0045,ravi.rao45@iitm.ac.in,2026-09-13,SG
u6_0046,asha.sharma46@corp.io,2026-06-17,US
u6_0047,divya.bose47@example.com,2026-06-16,SG
u6_0048,arjun.rao48@iitm.ac.in,2026-09-28,IN
u6_0049,neha.reddy49@iitm.ac.in,2026-06-27,AU
u6_0050,vikram.nair50@example.com,2026-01-15,US
u6_0051,asha.reddy51@iitm.ac.in,2026-06-27,IN
u6_0052,meera.iyer52@example.com,2026-07-26,IN
u6_0053,asha.menon53@iitm.ac.in,2026-09-12,IN
u6_0054,meera.sharma54@mail.co,2026-06-10,US
u6_0055,arjun.nair55@,2026-07-26,IN
u6_0056,meera.rao56@mail.co,2026-06-14,AU
u6_0057,asha.nair57@example.com,2026-04-26,DE
u6_0058,divya.gupta58@example.com,2026-04-11,DE
u6_0059,vikram.reddy59@example.com,2026-02-28,SG
u6_0060,arjun.rao60@mail.co,2026-01-21,AU
u6_0061,meera.rao61@example.com,2026-09-10,SG
u6_0062,meera.rao62@mail.co,2026-06-22,IN
u6_0063,asha.sharma63@mail.co,2026-04-25,AU
u6_0064,divya.bose64@iitm.ac.in,2026-06-26,US
u6_0065,vikram.reddy65@mail.co,2026-09-23,AU
u6_0066,karthik.nair66@mail.co,2026-08-18,IN
u6_0067,meera.rao67@example.com,2026-03-20,
u6_0068,vikram.nair68@iitm.ac.in,2026-05-17,SG
u6_0069,divya.reddy69@example.com,2026-03-14,DE
u6_0070,divya.nair70@iitm.ac.in,2026-04-15,AU
u6_0071,divya.nair71@iitm.ac.in,2026-09-19,AU
u6_0072,karthik.nair72@mail.co,2026-06-22,AU
u6_0073,divya.bose73@,2026-03-17,AU
u6_0074,karthik.iyer74@iitm.ac.in,2026-09-20,SG
u6_0075,karthik.iyer75@mail.co,2026-04-20,IN
u6_0076,meera.iyer76@corp.io,2026-02-12,SG
u6_0077,ravi.nair77@corp.io,2026-03-11,AU
u6_0078,vikram.sharma78@iitm.ac.in,2026-07-22,SG
u6_0079,asha.reddy79@corp.io,2026-09-28,IN
u6_0080,meera.sharma80@,2026-01-10,DE
u6_0081,karthik.sharma81@corp.io,2026-05-11,DE
u6_0082,meera.nair82@mail.co,2026-02-27,AU
u6_0083,ravi.reddy83@example.com,2026-02-10,IN
u6_0084,arjun.gupta84@iitm.ac.in,2026-03-23,US
u6_0085,ravi.sharma85@corp.io,2026-05-19,SG
u6_0086,divya.nair86@example.com,2026-08-20,IN
u6_0087,divya.sharma87@example.com,2026-08-19,SG
u6_0088,divya.rao88@corp.io,2026-09-27,US
u6_0089,neha.menon89@,2026-06-16,AU
u6_0090,neha.reddy90@,2026-01-11,SG
u6_0091,meera.menon91@corp.io,2026-04-18,US
u6_0092,ravi.menon92@iitm.ac.in,2026-05-23,DE
u6_0093,asha.gupta93@corp.io,2026-05-23,IN
u6_0094,neha.nair94@iitm.ac.in,2026-08-21,IN
u6_0095,karthik.bose95@corp.io,2026-08-22,DE
u6_0096,ravi.sharma96@iitm.ac.in,2026-04-23,AU
u6_0097,karthik.reddy97@corp.io,2026-02-24,DE
u6_0098,karthik.bose98@corp.io,2026-01-23,AU
u6_0099,divya.nair99@example.com,2026-06-23,US
u6_0100,arjun.reddy100@example.com,2026-04-10,SG
u6_0101,asha.reddy101@iitm.ac.in,2026-03-10,DE
u6_0102,divya.bose102@corp.io,2026-02-15,DE
u6_0103,neha.iyer103@example.com,2026-01-23,IN
u6_0104,neha.iyer104@mail.co,2026-03-15,SG
u6_0105,asha.reddy105@iitm.ac.in,2026-04-20,IN
u6_0106,karthik.menon106@corp.io,2026-04-12,AU
u6_0107,asha.menon107@,2026-03-18,US
u6_0108,neha.iyer108@corp.io,2026-01-26,DE
u6_0109,divya.reddy109@example.com,2026-09-23,IN
u6_0110,asha.iyer110@iitm.ac.in,2026-04-19,SG
u6_0111,vikram.bose111@example.com,2026-02-13,US
u6_0112,meera.menon112@example.com,2026-07-22,SG
u6_0113,vikram.iyer113@iitm.ac.in,2026-08-10,US
u6_0114,arjun.nair114@iitm.ac.in,2026-03-13,US
u6_0115,asha.menon115@mail.co,2026-02-20,IN
u6_0116,divya.sharma116@mail.co,2026-09-24,SG
u6_0117,karthik.nair117@mail.co,2026-05-24,AU
u6_0118,meera.menon118@iitm.ac.in,2026-07-12,AU
u6_0119,meera.iyer119@mail.co,2026-07-22,
u6_0120,neha.menon120@mail.co,2026-06-26,AU
u6_0121,ravi.menon121@mail.co,2026-04-10,DE
